user_id_categorical,app_id_categorical
0,16
0,48
0,25
0,39
0,35
0,31
0,42
0,13
0,19
0,30
0,46
0,28
0,37
0,32
0,12
0,26
0,3
0,29
0,38
0,43
0,18
0,36
0,41
0,45
1,27
1,14
1,34
1,23
1,9
1,33
1,0
1,47
1,22
1,20
1,24
1,5
1,15
1,6
1,10
1,4
1,1
1,40
1,7
1,44
1,2
1,17
1,8
1,11
1,21
