app_id,app_id_categorical
2245700,11365
394970,3309
576500,5067
977880,7645
319630,2267
860950,7019
801480,6674
435530,3774
48700,540
966330,7578
1010800,7817
418240,3580
1094520,8294
238460,1165
736190,6252
434650,3764
937170,7429
658850,5764
527230,4630
612020,5407
268870,1599
55100,554
552620,4838
284970,1797
833360,6852
218820,927
265610,1558
546430,4783
732470,6229
954740,7519
337420,2506
315260,2210
38410,444
413150,3523
280220,1724
637090,5601
518730,4562
250600,1324
621810,5496
691630,5971
368340,2958
521200,4576
382490,3139
432350,3735
416060,3554
914620,7307
248310,1286
240760,1190
212070,853
411300,3499
111100,690
429220,3689
365590,2922
600630,5296
278930,1710
67370,603
476460,4204
670160,5828
369440,2983
929010,7392
329430,2403
380990,3116
355980,2772
1000030,7767
307070,2100
245390,1259
1644990,10555
113200,696
17500,273
65800,599
3020,70
866800,7058
1416130,9849
322330,2308
707030,6072
384110,3158
113400,697
361990,2870
250320,1314
335300,2486
293860,1920
449540,3946
20920,301
224260,986
12140,211
234390,1109
760160,6423
2420,50
2600,55
374570,3041
219740,933
39210,459
211600,846
410900,3494
423580,3630
297750,1965
574080,5033
292330,1900
572410,5015
1604030,10454
1222730,9046
686810,5936
1556790,10306
700600,6025
1259420,9226
1029780,7928
379430,3104
1611600,10480
927350,7383
745970,6325
544550,4756
335620,2488
307960,2114
1915550,11089
1127610,8484
395170,3311
249590,1303
1216300,9004
237630,1147
710920,6087
312200,2152
1244950,9156
960990,7544
460810,4061
743390,6300
788100,6593
1546790,10266
669950,5827
257420,1432
6000,113
400910,3383
599140,5283
387990,3212
431240,3712
1335790,9542
414700,3533
1415660,9847
792300,6623
40390,475
39510,461
95400,647
1911390,11082
491950,4316
368230,2956
359840,2834
434730,3765
504130,4429
220240,944
215530,894
346110,2637
469820,4163
10500,193
219640,931
617290,5452
235540,1123
1222680,9043
271590,1642
284160,1781
274190,1667
374040,3034
210770,835
241540,1197
324800,2341
779650,6545
960980,7543
265300,1552
1113560,8404
91700,631
253650,1388
35000,428
407810,3457
596970,5259
797200,6650
747350,6340
386990,3202
1764390,10813
246620,1270
1280770,9338
1392820,9770
250180,1312
960690,7541
361380,2861
1286350,9368
312610,2159
976310,7629
562360,4926
500,19
4500,100
1289310,9379
35450,433
300,12
60,5
21690,309
20510,295
41700,493
236390,1136
859570,7008
1128480,8492
1012880,7834
1058380,8095
312990,2168
42960,504
438740,3815
734750,6243
231430,1069
909080,7283
485610,4251
212800,863
506500,4446
967050,7581
1139890,8547
1096410,8306
1221250,9031
336140,2495
611760,5403
1364100,9645
307580,2108
601430,5304
1578650,10372
362960,2883
1366540,9652
859580,7009
1279630,9335
1269640,9282
992310,7733
676820,5873
1184370,8838
1172380,8754
955900,7524
343860,2606
1252330,9189
631570,5566
765410,6462
1344810,9584
1222670,9042
1963480,11169
774171,6508
1359650,9630
1396380,9782
1148510,8611
1086640,8249
915320,7313
349040,2679
1214280,8993
2069990,11278
1262540,9246
1208260,8961
920210,7340
21130,305
1583230,10385
32510,390
1085510,8245
1586840,10400
1591520,10412
13520,229
667530,5807
32440,385
578330,5083
15100,237
1817190,10926
1008710,7809
204120,749
1905180,11066
880940,7135
19900,292
936790,7428
981890,7681
1372110,9680
1017180,7864
1367590,9658
434570,3762
232090,1074
225260,1001
690640,5960
70000,604
239350,1180
471550,4178
342300,2581
391730,3268
35700,436
222980,975
50620,552
1712830,10704
1067900,8156
71340,615
34270,419
1092730,8282
1275890,9316
265930,1565
1142500,8566
521890,4584
1291500,9391
242050,1204
21090,303
263620,1528
261030,1482
616560,5448
420520,3600
207750,803
235600,1124
333600,2460
236450,1138
1674170,10626
7670,150
262150,1498
899970,7245
1523800,10201
34330,420
251990,1354
38740,451
221040,954
305260,2076
1150080,8624
47790,530
239160,1177
248370,1288
906100,7263
1418970,9859
522890,4594
8850,166
18420,283
201870,727
450500,3959
498240,4378
311560,2145
979710,7664
260210,1470
249330,1302
499520,4385
22000,313
1104660,8359
938560,7439
992300,7732
953490,7514
893680,7197
1093910,8287
1399590,9790
590380,5211
471010,4176
1042670,8006
1227530,9066
878380,7124
337340,2503
375480,3050
1102130,8349
292730,1908
1484720,10068
1121910,8452
285920,1811
22330,322
1333470,9532
232770,1077
427820,3671
225160,1000
432010,3731
234650,1111
745920,6323
238210,1158
1454400,9977
1714320,10709
548570,4800
934840,7417
1267910,9273
1812390,10917
1073910,8190
563840,4941
250460,1319
228280,1039
228380,1042
214950,886
257170,1429
322210,2306
245170,1255
414340,3530
291650,1891
228200,1037
34030,417
4700,104
364360,2903
272470,1653
383180,3144
310510,2128
319850,2271
621830,5497
200170,707
537800,4714
321800,2295
813630,6747
325610,2348
400170,3373
384190,3161
269650,1618
671440,5833
4760,106
774241,6511
503940,4427
689900,5951
1381440,9721
475150,4198
316790,2226
226860,1018
560130,4909
218680,924
425580,3647
220860,953
473950,4190
385770,3183
258180,1442
1404850,9805
456750,4022
380360,3110
247020,1276
34900,427
1843760,10969
26900,355
239070,1173
288160,1843
234190,1105
420290,3598
516750,4544
221380,958
248860,1297
1129310,8499
1620340,10501
247910,1282
1782120,10846
1294760,9406
450540,3960
969990,7597
438640,3813
868020,7066
495050,4342
313690,2180
409160,3473
224480,988
24010,335
250260,1313
742300,6294
1536610,10240
253230,1380
32400,381
227600,1031
1243830,9153
601150,5302
753420,6376
1366800,9653
1343240,9578
701160,6027
1515210,10174
1447430,9956
1262240,9243
1801650,10890
851100,6956
1154810,8653
394510,3302
814370,6753
297130,1962
692850,5976
972660,7610
774181,6509
914800,7310
1367550,9657
1047220,8034
447150,3902
480490,4222
1171320,8750
874260,7101
1238860,9129
212680,862
802890,6685
274520,1675
534380,4696
895870,7214
302670,2041
826630,6828
313730,2181
502500,4410
899440,7240
340730,2553
294860,1936
699130,6012
313740,2182
281610,1743
342380,2586
46480,520
40950,481
1026680,7914
505230,4438
490370,4297
629910,5557
650670,5694
1282730,9351
704450,6055
595520,5248
500810,4392
242920,1218
373420,3025
2100,38
42910,503
355630,2764
253900,1395
22370,325
268400,1592
582500,5122
447820,3912
612880,5416
868360,7070
580710,5103
239840,1185
380600,3112
712190,6097
360430,2843
861400,7023
559100,4900
1292020,9393
580640,5102
447020,3899
867290,7062
289890,1864
746850,6332
445190,3874
513490,4515
1974090,11185
736220,6253
275290,1683
289600,1858
549080,4802
1203930,8938
921800,7350
1324130,9503
926580,7379
1069640,8163
704270,6053
1396240,9781
1009560,7812
659540,5769
1056960,8080
493200,4327
245280,1256
299950,1997
443810,3855
501300,4397
1189800,8862
462770,4086
939850,7446
960910,7542
291860,1893
939510,7444
423950,3635
488730,4280
204300,753
335240,2485
302590,2038
427730,3668
298630,1980
666220,5800
236110,1132
447890,3914
233720,1098
429790,3703
444640,3866
306020,2085
280790,1733
1375740,9699
263760,1531
1284210,9361
339340,2531
1186640,8850
1590910,10408
718590,6138
1120810,8447
1040420,7992
1222370,9040
597820,5266
367500,2948
552500,4835
1402460,9801
622910,5507
1429740,9900
1059120,8103
806140,6706
422970,3626
657200,5746
1086940,8252
261180,1484
1156990,8663
1372280,9683
1451940,9972
1173200,8766
870820,7080
921590,7347
282800,1762
373770,3028
266840,1579
236430,1137
385240,3175
1384160,9732
1488200,10083
687590,5939
239120,1175
1617190,10496
1535610,10235
1090630,8269
1165870,8720
1639610,10542
775500,6519
1276790,9324
363890,2895
1056640,8078
407330,3454
525480,4616
109600,688
1966900,11173
314070,2190
300380,2002
448370,3922
285310,1802
224820,992
383720,3151
401810,3392
341510,2565
326410,2357
344820,2616
290340,1873
298560,1977
358130,2807
512300,4503
353190,2734
258970,1448
378790,3101
1435790,9925
45770,516
1599600,10440
884660,7157
2012840,11238
471710,4180
552520,4836
1333410,9531
1307670,9461
270880,1637
21780,310
446810,3895
763100,6445
1320100,9489
1308250,9465
359510,2828
349790,2687
988310,7716
494430,4337
290300,1872
585450,5148
1410710,9826
32430,384
636480,5598
529340,4653
236850,1142
578650,5088
1527910,10209
589290,5200
794260,6636
1017900,7866
337360,2505
996580,7751
327030,2362
703080,6041
815370,6761
383150,3143
430070,3706
6860,135
571740,5009
665300,5790
1238810,9126
1332470,9529
356570,2784
1158940,8675
1343370,9579
691450,5970
743130,6299
362680,2878
433350,3740
571720,5008
38700,449
477870,4216
570,21
834530,6856
860510,7012
1388590,9749
12210,214
555220,4866
426000,3650
731490,6221
1306630,9456
927380,7384
638970,5616
417860,3570
1659420,10587
950670,7497
104900,671
451020,3964
640820,5630
1129580,8500
485460,4247
606880,5361
70400,608
916440,7322
415300,3542
433550,3742
1883260,11039
46410,518
520720,4573
252630,1371
233270,1087
19980,293
313780,2183
600130,5290
397550,3343
562860,4936
312840,2166
956030,7525
210950,836
254460,1406
1049280,8044
35130,430
411560,3504
589780,5208
370910,3001
690040,5954
668590,5820
22340,323
824600,6818
876190,7113
287630,1835
449510,3944
42670,499
1000410,7770
501320,4398
254700,1408
1300,27
1182620,8828
57900,567
331970,2439
37000,440
298930,1982
653530,5707
1395030,9777
393080,3282
2590,54
284390,1784
253980,1399
388880,3224
242940,1219
327560,2376
27050,358
65980,601
740130,6281
892970,7193
230290,1057
589360,5201
1330460,9524
238090,1157
39500,460
578310,5082
206500,782
385380,3178
512470,4504
57740,566
346120,2638
205810,768
214970,887
268750,1596
351100,2702
1070580,8171
7830,154
102600,666
105450,674
595770,5252
232890,1079
364420,2905
214510,875
64000,588
466560,4136
298160,1970
298610,1979
7520,146
4560,101
686200,5930
620590,5487
1930,37
217920,915
238240,1159
360170,2841
48720,541
250400,1317
530630,4669
9450,178
490280,4296
688420,5946
307230,2104
1206560,8952
598060,5267
341000,2558
246420,1268
761890,6440
248390,1289
505460,4440
269710,1620
391140,3254
610360,5385
1098340,8328
352890,2732
533300,4689
591420,5216
596380,5255
253960,1398
566160,4954
617670,5457
567280,4964
543260,4745
575640,5054
799070,6661
341120,2561
571260,5005
673800,5852
576130,5063
393460,3290
621150,5494
508900,4467
586960,5169
797410,6653
658550,5756
658560,5757
248330,1287
275470,1686
533950,4692
254080,1401
328500,2388
254060,1400
567290,4965
562640,4933
562220,4924
601220,5303
656600,5738
552160,4829
645090,5657
448070,3918
351940,2719
253920,1396
528660,4645
262450,1505
583760,5133
422100,3617
349500,2682
253940,1397
1168870,8733
425820,3649
979060,7653
1252780,9192
1020780,7887
269490,1616
1247720,9165
280520,1727
469600,4157
269770,1621
1717990,10718
627690,5530
324510,2333
421170,3612
538100,4716
1096530,8307
383980,3156
1160750,8685
397540,3342
1067600,8154
215080,888
1522820,10196
233980,1102
356650,2785
1942280,11133
802200,6678
424370,3641
263360,1522
320040,2275
1101190,8342
8980,170
566860,4960
746930,6334
1356280,9621
502280,4407
1608070,10465
918570,7331
1182900,8831
1468810,10025
629820,5555
256370,1424
1180660,8817
1404210,9804
626610,5525
1262580,9248
1531720,10222
12150,212
2300,43
405820,3438
328070,2384
564310,4946
365660,2923
853770,6976
528230,4642
361420,2862
78000,620
1190170,8866
753650,6379
686440,5933
1007040,7800
418460,3585
274500,1674
985890,7700
520440,4571
280180,1723
276810,1693
1091460,8271
236690,1140
1345740,9586
1329350,9519
1138660,8543
1543030,10254
1170760,8742
310490,2127
1109460,8382
900270,7248
512160,4497
1598930,10435
1221400,9032
306700,2097
1293820,9401
353360,2737
1435670,9922
283640,1771
1250760,9182
1278480,9331
924140,7365
1209040,8968
1610870,10477
24240,337
1583390,10388
1419170,9861
530320,4665
542050,4739
522210,4588
19800,290
115100,699
1740150,10771
33220,403
49330,543
16720,260
16730,261
209750,830
206370,778
852220,6967
1101790,8347
1140290,8554
610370,5386
280320,1725
239820,1184
21980,312
232970,1082
468920,4155
450700,3961
3710,88
990030,7721
15190,241
558420,4895
691280,5968
1288310,9378
1123050,8462
668550,5818
720560,6151
993980,7740
220440,946
1426490,9892
1369760,9670
1188930,8855
330020,2410
413410,3524
1283410,9357
413420,3525
1126290,8473
893180,7195
628670,5538
391720,3267
1482860,10061
2066020,11269
1173690,8770
808910,6714
589870,5210
1431230,9904
1105040,8360
1257810,9215
445800,3880
1891700,11049
2067590,11272
1046820,8031
13600,235
1949190,11151
957660,7528
2640,59
38440,447
1621690,10507
1290000,9383
1106530,8368
1318690,9486
1644960,10554
25890,349
6020,115
354140,2744
544750,4759
349520,2683
331600,2431
34190,418
1262040,9241
633230,5577
433910,3747
601810,5307
454650,4006
272510,1654
1379560,9713
203650,741
296870,1954
371140,3002
809870,6724
785260,6571
323470,2321
202530,730
543870,4747
952290,7509
579230,5096
212480,859
1201630,8916
584400,5139
331870,2437
377600,3080
204360,755
851850,6963
748360,6349
329440,2404
678950,5890
584640,5140
637100,5602
787070,6584
234670,1112
1147030,8600
684580,5921
218230,918
307690,2111
209000,815
1271050,9287
1105510,8363
274940,1679
399810,3366
25700,346
587650,5181
18820,287
38430,446
260730,1478
284240,1782
98200,656
215670,896
523780,4603
347560,2658
40990,485
55040,553
305980,2084
36000,439
217140,909
434050,3751
202730,731
3730,90
63700,582
214700,879
270370,1631
91600,630
42500,498
359310,2824
3270,75
259190,1453
253110,1379
314250,2194
946050,7475
17470,271
505170,4437
813780,6749
897030,7224
207040,788
98800,660
559620,4904
32150,374
368370,2960
49600,545
217690,912
45450,509
234900,1114
317040,2230
448780,3929
828740,6836
679990,5897
269790,1622
40970,483
31700,369
712730,6098
70640,611
1250870,9184
96200,652
837590,6878
6800,130
495720,4350
45730,512
554620,4860
204240,752
91800,632
1313,28
211400,842
287450,1833
70300,607
116120,704
318020,2244
2450,51
19000,288
304240,2063
253610,1386
209650,826
536220,4703
217200,910
301910,2022
245550,1262
2210,40
208200,806
299050,1984
475190,4199
9010,171
311340,2143
1333920,9534
18500,285
41500,492
26800,354
264280,1543
1056610,8077
365300,2917
46540,523
62100,577
217100,907
334370,2476
24800,342
16450,258
107300,678
2320,45
436150,3779
1070330,8169
401680,3389
19830,291
593960,5232
466270,4132
22230,318
102200,665
333300,2457
399120,3359
429570,3693
282440,1757
45400,507
1148590,8612
22310,320
564710,4948
12900,226
214790,882
96100,651
1224450,9051
39800,470
111400,691
366090,2931
1147690,8605
1144110,8574
517630,4551
1167630,8727
1361320,9638
1980530,11198
629730,5552
348250,2666
513340,4511
352400,2726
1898290,11052
450390,3957
1592190,10417
448280,3919
540840,4731
1104380,8357
1284190,9360
1275670,9315
1179210,8811
1766740,10820
427190,3659
303210,2046
887450,7172
1111210,8393
252610,1370
1389630,9756
3310,77
1082710,8234
1806840,10900
747660,6343
1018800,7872
80,7
537110,4708
356670,2786
15370,245
360640,2847
1506830,10146
307780,2112
480650,4223
341550,2566
254440,1405
1811260,10913
601510,5305
10680,194
1173510,8769
916840,7324
457420,4028
740250,6283
541200,4734
1849900,10981
1012790,7831
1009850,7813
1449430,9963
1999360,11224
1296540,9416
636100,5594
1589380,10405
1455590,9982
606150,5351
1452630,9975
1283220,9355
305050,2074
292910,1909
745760,6320
463220,4095
271860,1646
414740,3535
258520,1444
1697700,10672
1517340,10182
1092660,8279
254480,1407
1701800,10679
521880,4583
466110,4128
1086010,8247
245620,1263
390710,3248
203350,738
1948280,11149
1366290,9651
711210,6089
1656640,10578
646570,5668
690140,5957
507520,4454
609110,5375
646270,5664
1816080,10923
470270,4171
918950,7333
263980,1536
861540,7025
654900,5719
1486800,10078
261510,1486
1447410,9955
466240,4131
247000,1275
1645640,10556
57690,565
864300,7040
885150,7160
658500,5754
289520,1857
94400,643
1205450,8945
1570960,10352
882100,7142
598700,5275
435400,3772
270550,1633
1868140,11013
230190,1054
445980,3881
544730,4758
1142100,8564
873200,7094
16040,256
771420,6490
640890,5631
2088270,11296
1057430,8083
1035560,7960
494720,4340
1004330,7788
204180,750
1588910,10404
285330,1803
1116780,8424
1455230,9981
1220890,9027
1384380,9733
591460,5217
785740,6573
814650,6756
562500,4930
1054490,8066
777880,6532
358750,2811
656970,5741
719750,6144
443110,3851
313340,2175
324680,2338
585910,5155
836590,6870
433100,3737
509220,4470
1672920,10620
386940,3200
1540410,10247
360550,2845
2071360,11280
354240,2746
403400,3414
108200,682
1191900,8873
469800,4162
1368820,9660
848350,6947
1498570,10122
1189780,8861
1555400,10301
565110,4949
922040,7351
874390,7103
418120,3577
613830,5423
1910580,11078
411370,3503
1144910,8582
289130,1850
327220,2368
204060,747
1442240,9941
573320,5027
585420,5147
286000,1812
1567930,10337
1015720,7847
31270,367
421060,3610
461840,4078
433950,3748
384680,3169
456670,4021
416680,3563
828900,6837
1205260,8944
1234700,9104
1227890,9071
779960,6546
1433550,9915
540610,4729
1748610,10790
394160,3296
1131620,8509
674520,5859
907670,7273
2004180,11229
513780,4523
728530,6202
1490610,10094
410320,3486
438080,3804
602320,5310
3700,87
1391250,9765
1814460,10920
25900,350
402330,3401
977230,7639
358070,2804
714240,6110
1502230,10130
705290,6064
1394810,9776
1072390,8183
758370,6410
1583410,10389
1184810,8843
1504760,10142
403430,3415
678850,5888
408410,3464
1305940,9453
1393350,9772
421120,3611
330830,2420
1418160,9856
1011300,7823
618050,5462
1954420,11161
651500,5700
600430,5293
721390,6154
334940,2481
1369340,9665
1202280,8925
455400,4012
3170,73
402880,3407
701470,6030
800270,6670
368360,2959
615610,5439
521540,4578
1281800,9346
975510,7623
290890,1881
266510,1578
222420,966
717950,6132
618950,5471
837470,6877
1096210,8304
376680,3065
1211360,8978
1390370,9760
250760,1328
603010,5317
361230,2858
323060,2315
94620,645
1303660,9439
317820,2242
703880,6049
1117930,8429
725330,6178
865040,7045
871980,7087
546090,4778
606730,5358
602520,5312
704910,6058
897450,7229
501020,4394
628770,5542
1200860,8911
366260,2935
229480,1045
1142080,8563
1122290,8454
1143900,8571
1339580,9561
1474200,10038
618080,5463
865680,7048
1004270,7787
252330,1362
227580,1030
1594940,10427
1135300,8528
1060670,8111
893850,7200
392950,3280
625960,5523
1442670,9942
489630,4290
400630,3380
396710,3328
237930,1152
1281590,9343
38400,443
1260020,9233
22320,321
1511270,10167
307640,2109
1262350,9244
787480,6588
1335530,9541
13570,233
33930,415
1678430,10635
283980,1777
1508460,10153
1486630,10077
39190,457
248570,1292
206190,777
211740,847
333640,2461
543900,4748
963710,7559
1848450,10978
1328670,9514
261980,1494
488860,4283
12200,213
1255630,9202
1222700,9045
1922560,11104
405290,3433
71230,612
332950,2454
722230,6157
1098130,8324
1910320,11077
1591340,10410
1135230,8527
1608680,10471
1576000,10367
1313140,9475
989440,7718
953880,7516
1324350,9504
1401590,9798
1889640,11045
1490130,10092
1695840,10669
1115050,8417
915810,7318
1562420,10322
1152340,8645
868270,7068
1120480,8444
1455840,9984
1494260,10111
1577120,10369
1335830,9543
831050,6845
